Party,Sub Party,Sales Person,Sales Branch,Sales Person.0,Article,Blend,Width,GSM,Color,Lab No.,Lot No,Challan No.,Qty (Kg),Qty (Mtr.),No. of Taka,Type of Finish,Type of Packing,Remarks,Order Number,,Manual Conf.
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,BLUE,HF-4276,19335,-,402.3,,15,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1911,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,BROWN,HF-2995,8890,-,163.1,,6,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1915,,
CKU,Makhija Brothers (Ulhasnagar),PIYUSH(CKU),,,C-917A-62,NS,60,150,DUSKY,N-42415,17067,K-02520,382.2,,15,SOFT FINISH,Rolling,,CKU-1916,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,NEW BEET RED M-5009,M-5009,1505,-,162.8,,6,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1918,,
CKU,ROHIT SIR,PIYUSH(CKU),,,C-213,CS,72,160,ANY COLOUR,-,19899,KDC-34,27.4,,1,FINISH AS PER CUTTING,Rolling,,CKU-1919,,
CKU,ROHIT SIR,PIYUSH(CKU),,,C-213A,CS,72,150,ANY COLOUR,-,19900,KDC-35,25.3,,1,FINISH AS PER CUTTING,Rolling,,CKU-1920,,
CKU,RVK,PIYUSH(CKU),,,NEW SAMPLE-809A,CS,65,350,WHITE,PENDING,10343,K-01409,171.7,,6,SOFT FINISH,Rolling,,CKU-151,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V NOSTALGIA ROSE CKU-20897,CKU-20897,7512,-,161.3,,6,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1917,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276A(POLY FILAMENT100%),P,64,135,GEORGIA PEACH,HF-3354,19343,KDC-2955,27,,1,SOFTWICKING,Rolling,,CKU-1925,,
CKU,K D M Clothing Co (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-104F,PS,60,150,JET BLACK,HF-2482,19759,KDC-01,84.6,,4,SOFT WICKING,Rolling,,CKU-1926,,
CKU,K D M Clothing Co (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-104F,PS,60,150,ANEMONE,HF-3449,19760,KDC-02,85.1,,4,SOFT WICKING,Rolling,,CKU-1927,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,NEW SAMPLE-844,PS,60,330,ASH GREY,CKU-15822,19761,KDC-03,199.8,,8,SOFT FINISH,Rolling,,CKU-1928,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,NEW SAMPLE-844,PS,60,330,GRASS,CKU-15828,19762,KDC-04,197.3,,8,SOFT FINISH,Rolling,,CKU-1929,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,NEW SAMPLE-844,PS,60,330,RAISIN,CKU-22943,19763,KDC-05,200.3,,8,SOFT FINISH,Rolling,,CKU-1930,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,NEW SAMPLE-844,PS,60,330,MUSHROOM,CKU-22938,19764,KDC-06,157.48,,8,SOFT FINISH,Rolling,,CKU-1931,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,NEW SAMPLE-844,PS,60,330,PEACH SKIN,CKU-15823,19765,KDC-07,170.36,,7,SOFT FINISH,Rolling,,CKU-1932,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,NEW SAMPLE-844,PS,60,330,PEACH SKIN,CKU-15823,19766,KDC-08,81.68,,4,SOFT FINISH,Rolling,,CKU-1933,,
CKU,K D M Clothing Co (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-104F,PS,60,150,MEDIVEAL BLUE,HF-1953,19767,KDC-09,80.7,,3,SOFT WICKING,Rolling,,CKU-1934,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P,64,135,PERSIAN JEWEL, CKU-22550,19768,KDC-10,82.9,,3,SOFTWICKING,Rolling,,CKU-1935,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P,64,135,SNOW WHITE,CKU-22268,19769,KDC-11,82.4,,3,SOFTWICKING,Rolling,,CKU-1936,,
CKU,Karnika Garments (Delhi) Cku,PIYUSH(CKU),,,NEW DEVELOPMENT-185(96%POLYFILA 4%SPANDEX),PS,60,270,OFF GREY,GR,19770,KDC-12,352.5,,12,SOFT FINISH,Rolling,,CKU-1937,,
CKU,Karnika Garments (Delhi) Cku,PIYUSH(CKU),,,NEW DEVELOPMENT-185(96%POLYFILA 4%SPANDEX),PS,60,270,OFF GREY,GR,19771,KDC-13,353.7,,12,SOFT FINISH,Rolling,,CKU-1938,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,C-917A-72,NS,60,160,NUDE,N-47507,19772,KDC-14,391.3,,13,SOFT FINISH,Rolling,,CKU-1939,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V POMEGRANATE M-9127,M-9127,19831,KDC-15,322.6,,13,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1940,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,NEW CLASSIC NAVY M-5010,M-5010,19832,KDC-16,174.4,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1941,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V LILAS CKU-20704,CKU-20704,19833,KDC-17,323.7,,13,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1942,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V FOLKSTONE GREY HF-2912,HF-2912,19834,KDC-18,369.41,,13,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1943,,
CKU,Reliance Retail Limited (Richmond Road - Bangalore),PIYUSH(CKU),,,C-655 MILANGE ,P,60,150,RFD,RFD,19835,KDC-19,183.8,,8,"SOFT WICKING,SOFT HAND FEEL",Rolling,,CKU-1944,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,NEW SAMPLE-1450A,CS,72,160,DARK ASH ,CL-39971,19836,KDC-20,215.8,,8,EXTRA SOFT FINISH,Rolling,,CKU-1945,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,NEW SAMPLE-1450A,CS,72,160,DARK ASH ,CL-39971,19837,KDC-21,430.7,,16,EXTRA SOFT FINISH,Rolling,,CKU-1946,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,NEW SAMPLE-1450A,CS,72,160,NUDE ,CL-33412,19842,KDC-26,228.5,,9,EXTRA SOFT FINISH,Rolling,,CKU-1947,,
CKU,Ampio Industries Llp (Bhiwandi),PIYUSH(CKU),,,NEW SAMPLE-683A,P,65,125,AMPIO WHITE RM-4458, RM-4458,19892,KDC-27,328.15,,13,SOFT WICKING (EXHAUST METHOD)+ANTITHERMAL (DRY N WET),Rolling,,CKU-1948,,
CKU,Ampio Industries Llp (Bhiwandi),PIYUSH(CKU),,,NEW SAMPLE-683A,P,65,125,AMPIO WHITE RM-4458, RM-4458,19893,KDC-28,328.25,,13,SOFT WICKING (EXHAUST METHOD)+ANTITHERMAL (DRY N WET),Rolling,,CKU-1949,,
CKU,Ampio Industries Llp (Bhiwandi),PIYUSH(CKU),,,NEW SAMPLE-683A,P,65,125,AMPIO WHITE RM-4458, RM-4458,19894,KDC-29,324.65,,13,SOFT WICKING (EXHAUST METHOD)+ANTITHERMAL (DRY N WET),Rolling,,CKU-1950,,
CKU,Laj Lifestyle Pvt Ltd (Noida),PIYUSH(CKU),,,C-655-61,P,60,150,RFD,RFD,19896,KDC-31,348.3,,12,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-1951,,
CKU,Maxmillors (Nagpur),PIYUSH(CKU),,,NEW SAMPLE-489AF(92%POLYFILAMENT 08%SPANDEX),PS,60,210,NAVY BLUE , CKU-19569,19897,KDC-32,392,,15,SOFT WEECKING WITH SOFT FINISH,Rolling,,CKU-1952,,
CKU,Encot Fabrics Pvt Ltd (Boisar),PIYUSH(CKU),,,NEW SAMPLE-489AF(92%POLYFILAMENT 08%SPANDEX),PS,60,210,RFD,RFD,19898,KDC-33,392.5,,15,HANDFEELSHOULDBEASPERCUTTINGAPC-290403LYINGWITHAJAYMASTER,Rolling,,CKU-1953,,
CKU,Flexfit Active Wear Pvt Ltd (Bangalore),PIYUSH(CKU),,,NEW SAMPLE-1458 (95%POLYESTER 05%SPANDEX),PS,60,270,STEEL GREY,HF-4165,19901,KDC-36,360.15,,14,SOFT WICKING(EXHAUST METHOD),Rolling,,CKU-1954,,
CKU,Flexfit Active Wear Pvt Ltd (Bangalore),PIYUSH(CKU),,,NEW SAMPLE-1458 (95%POLYESTER 05%SPANDEX),PS,60,270,STEEL GREY,HF-4165,19902,KDC-37,370.5,,14,SOFT WICKING(EXHAUST METHOD),Rolling,,CKU-1955,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,W SKIN M-5031,M-5031,19943,KDC-38,172.9,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1956,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,W SKIN M-5031,M-5031,19944,KDC-39,175.7,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1957,,
CKU,Arnit Creations Pvt Ltd (Noida),PIYUSH(CKU),,,NEW SAMPLE-468-78,PS,65,200,PREFORMANCE BLACK,RFD,19945,KDC-40,175.3,,6,SOFT FINISH,Rolling,,CKU-1958,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,655 BLACK,P,60,150,RFD,RFD,19946,KDC-41,412.54,,15,SOFT WICKING,Rolling,,CKU-1959,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,655 BLACK,P,60,150,RFD,RFD,19947,KDC-42,382.9,,14,SOFT WICKING,Rolling,,CKU-1960,,
CKU,SAMPLE/PIYUSH SIR,PIYUSH(CKU),,,ND-264,NS,60,170,ANY COLOUR,-,19948,KDC-43,173,,7,SOFT FINISH,Rolling,CONFIRM WITH RITESH JI/KETAN MASTER,CKU-1961,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,NEW SAMPLE-1450A,CS,72,160,MAROON RED,CL-41061,19949,KDC-44,219.5,,8,EXTRA SOFT FINISH,Rolling,,CKU-1962,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,NEW SAMPLE-1450A,CS,72,160,MAROON SINKER,CL-41079,19950,KDC-45,212.2,,7,EXTRA SOFT FINISH,Rolling,,CKU-1963,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,C-917A,NS,60,160,BLACK,N-47486,19952,KDC-47,361.5,,12,SOFT FINISH,Rolling,,CKU-1964,,
CKU,SAMPLE/PIYUSH SIR,PIYUSH(CKU),,,ND-287,NS,60,210,ANY COLOUR,-,19953,KDC-48,30.5,,1,SOFT FINISH,Rolling,KETAN MASTER/CONFIRM WITH [PIYUSH SIR,CKU-1965,,
CKU,PIYUSH SIR/STOCK,PIYUSH(CKU),,,C-735B BLACK,PS,60,250,RFD,RFD,19954,KDC-49,351.9,,12,SOFT WICKING,Rolling,,CKU-1966,,
CKU,Rama Handicrafts (Jaipur),PIYUSH(CKU),,,NEW SAMPLE-709,P,62,160,RFD,RFD,19955,KDC-50,399.7,,16,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-1967,,
CKU,Rama Handicrafts (Jaipur),PIYUSH(CKU),,,NEW SAMPLE-709,P,62,160,RFD,RFD,19956,KDC-51,363.1,,15,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-1968,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-672,P,64,120,BRIGHTWHITE,M-1872,19957,KDC-52,73,,3,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1969,,
CKU,Makhija Brothers (Ulhasnagar),PIYUSH(CKU),,,C-917A-72,NS,60,150,DUSKY,N-42415,18058,K-02763,210.1,,7,SOFT FINISH,Rolling,,CKU-1970,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,A-71 /N/ 65,N,56'',-,B+HEAT SET,-,19099,-,60.64,907,7,SOFT,KATI,FINISH QLTY-15 MTR / need phenolic FINISH,UDN-79,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,58'',200,white,regular,20077,62,414,1035,11,soft,kanti,,UDN-80,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-75 / ns / 130'',ns,58'',165,white,regular,20054,39,400,1121,11,soft,kanti,,UDN-81,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-75 / ns / 130'',ns,58'',165,white,regular,20056,41,357,1001,9,soft,kanti,,UDN-82,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-75 / ns / 130'',ns,58'',165,white,regular,20055,40,355,996,9,soft,kanti,,UDN-83,,
GINZA UDHNA,REGULAR,SUNIL,,,"JURSEY-2/N/93""",NYLON,"56""",-,WHITE,-,19169,GRP/0316/02/26,361.3,2023.5,19,-,-,,UDN-84,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20047,GRP/0032/03/26,205.46,1396.5,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-85,,
GINZA UDHNA,REGULAR,SUNIL,,,"JURSEY-2/N/93""",NYLON,"56""",-,WHITE,-,16741,GRP/0127/01/26,370.6,2076.5,18,-,-,,UDN-86,,
GINZA UDHNA,REGULAR,SUNIL,,,"JURSEY-2/N/93""",NYLON,"56""",-,WHITE,-,16817,GRP/0155/01/26,349.7,1959,17,-,-,,UDN-87,,
GINZA UDHNA,TAPIO,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,BLACK - APC,-,19087,GRP/0283/02/26,91.92,1331.5,9,-,-,COLOR CUTTING SEND TO URVISH BHAI,UDN-88,,
GINZA UDHNA,REGULAR,SUNIL,,,"JURSEY-2/N/93""",NYLON,"56""",-,WHITE,-,19170,GRP/0317/02/26,356.9,1999.5,17,-,-,,UDN-89,,
GINZA UDHNA,PRAMOD,SUNIL,,,"A-1129A/P/65""",POLY,"56""",-,SILVER GREY,-,20016,GRP/0001/03/26,151.18,1663,12,REGULAR,100 MTR ROLL PACKING,,UDN-90,,
GINZA UDHNA,SBI,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,BLACK,D-15460,20017,GRP/0002/03/26,293.1,4250,22,REGULAR,-,EXPORT PROGRAMME,UDN-91,,
GINZA UDHNA,SBI,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,BURGANDY,D-15206,20018,GRP/0003/03/26,227.04,3293,17,REGULAR,-,EXPORT PROGRAMME,UDN-92,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,BLACK,HF-2730,20036,GRP/0021/03/26,178.96,1075,9,AS PER LAST,ROLL PACKING,,UDN-93,,
GINZA UDHNA,TORAM,SUNIL,,,"A-1511/P/65""",POLY,"56""",-,NAVY,HF-2722,20037,GRP/0022/03/26,348.6,2092.5,19,AS PER LAST,ROLL PACKING,,UDN-94,,
GINZA UDHNA,COTTON,SUNIL,,,"A-2057/N/65""",NYLON,"48""",-,DAWN PINK,N-35477,20038,GRP/0023/03/26,150.1,3149,13,AS PER LAST,ROLL PACKING,,UDN-95,,
GINZA UDHNA,COTTON,SUNIL,,,"A-2057/N/65""",NYLON,"48""",-,DAWN PINK,N-35477,20039,GRP/0024/03/26,161.8,3397,14,AS PER LAST,ROLL PACKING,,UDN-96,,
GINZA UDHNA,COTTON,SUNIL,,,"A-2057/N/65""",NYLON,"48""",-,SEPHIA ROSE,N-35482,20040,GRP/0025/03/26,50.2,1052.5,5,AS PER LAST,ROLL PACKING,,UDN-97,,
GINZA UDHNA,COTTON,SUNIL,,,"A-2057/N/65""",NYLON,"48""",-,SEPHIA ROSE,N-35482,20041,GRP/0026/03/26,124.4,2609,11,AS PER LAST,ROLL PACKING,,UDN-98,,
GINZA UDHNA,REGULAR,SUNIL,,,"A-2069/N/65""",NYLON,"56""",-,HEAT SET,-,20042,GRP/0027/03/26,107.04,2995.5,7,REGULAR,-,,UDN-99,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20046,GRP/0031/03/26,193.94,1319,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-100,,
GINZA UDHNA,SHREE ANJ,SUNIL,,,"A-2004D/N/52""",NYLON,"48""",-,HEAT SET,-,20080,GRP/0065/03/26,142.94,3074,16,REGULAR,-,23-24 MTR QUALITY,UDN-101,,
GINZA UDHNA,ABSJ ,VIRENDRA,,,TR-1 / NS /85'',NS,58'',130,iron gate -2,N-47533,17880,426,26,130,1,soft,kanti,most urgent,UDN-102,,
GINZA UDHNA,OMTEX SPORTS,VIRENDRA,,,L-88 / PS /130'',PS,58'',200,BLACK,Regular,20052,337,341,850,9,soft,Roll,,UDN-103,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-534 / PS / 85'',PS,58'',95,BLACK,old lot 19259,20044,29,169,1221,4,soft,kanti,china goods,UDN-104,,
GINZA UDHNA,GINZA S.G.U,ARIK,,,SP-019 / NS / 65,NS,58,125,PINK,N-47238,20110,82,163.5,736.5,11,REGULAR,TAKA FORM,FINISH QULITY 5.5,UDN-105,,
CKU,CUP COUTURE,PIYUSH(CKU),,,C-672-76,P,64,120,DARK SKIN ,HF-3375,17952,K-02724,168.7,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1971,,
CKU,CUP COUTURE,PIYUSH(CKU),,,C-672-76,P,64,120,FIERY RED,HF-4172,17951,K-02723,171.2,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1972,,
CKU,CUP COUTURE,PIYUSH(CKU),,,C-672-76,P,64,120,WINE,HF-3357,18047,K-02752,171.1,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1973,,
GINZA UDHNA,MAA CREATION,VIRENDRA,,,TR-1 / NS/ 85'',NS,58'',130,BLACK,Regular,20116,88,174,872,7,soft,kanti,,UDN-106,,
GINZA UDHNA,INTIMATE,VIRENDRA,,,Tr-1 / ns /85'',NS,58'',130,Navy Peony,N-27378 match std,20117,89,50,254,2,jockey finish,Roll,,UDN-107,,
GINZA UDHNA,ACC Clothing ,VIRENDRA,,,L-4083/NPS /108'',NPS,64'',180,CHIVE,N-42109 old lot 12792,20113,85,359,1079,9,soft,Roll,,UDN-108,,
GINZA UDHNA,ACC Clothing ,VIRENDRA,,,L-4083/NPS /108'',NPS,64'',180,Slate Brown,N-42105 old lot 12911,20112,84,356,1068,9,soft,Roll,,UDN-109,,
GINZA UDHNA,INTIMATE,VIRENDRA,,,Tr-1 / ns /85'',NS,58'',130,Roebuck,N-26876 match std,20119,91,75,379,3,jockey finish,Roll,,UDN-110,,
GINZA UDHNA,ACC Clothing ,VIRENDRA,,,L-4083/NPS /108'',NPS,64'',180,BLACK,N-42024 old lot 13069,20111,83,92,278,2,soft,Roll,,UDN-111,,
GINZA UDHNA,GINZA,KULDEEP,,,A-536 /N/ 66,N,56'',-,WHITE,REGULAR,20095,-,147.9,1110,10,SOFT,KATI,FINISH QLTY-8.25,UDN-112,,
GINZA UDHNA,GINZA,KULDEEP,,,A-536 /N/ 66,N,56'',-,WHITE,REGULAR,20096,-,246.42,1822.5,16,SOFT,KATI,FINISH QLTY-8.25,UDN-113,,
GINZA UDHNA,KULSWAMINI,KULDEEP,,,S-212 /NS/ 67 PATTI,NS,67 PATTI,-,WHITE,AS PER LAST,20097,-,98,363,6,SOFT,KATI,FINISH QLTY-4.50 / OLD LOT 15126 ),UDN-114,,
GINZA UDHNA,GINZA,KULDEEP,,,JLS-172 /NS/ 66,NS,56'',-,WHITE,REGULAR,20098,-,202.84,650,11,SOFT,KATI,FINISH QLTY-5,UDN-115,,
GINZA UDHNA,GINZA,KULDEEP,,,A-536 /N/ 66,N,56'',-,WHITE,REGULAR,20120,-,13.96,101.5,2,SOFT,KATI,FINISH QLTY-8.25,UDN-116,,
GINZA UDHNA,GINZA,KULDEEP,,,JLS-172 /NS/ 66,NS,56'',-,WHITE,REGULAR,20098,-,202.84,650,11,SOFT,KATI,FINISH QLTY-5,UDN-117,,
GINZA UDHNA,GINZA,KULDEEP,,,A-536 /N/ 66,N,56'',-,WHITE,REGULAR,20120,-,13.96,101.5,2,SOFT,KATI,FINISH QLTY-8.25,UDN-118,,
GINZA UDHNA,MAXWELL,SUNIL,,,"A-1448C/P/65""",POLY,"63""",150-155,FLOROCENT GREEN,-,20079,GRP/0064/03/26,240.98,1060,10,HARD FINISH,ROLL PACKING,WATER REPALANT AS PER RAJESH MASTER JI,UDN-119,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20204,GRP/0105/03/26,198.88,1351.5,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-120,,
GINZA UDHNA,NAIDU HALL,SUNIL,,,"A-2001/N/65""",NYLON,"56""",-,GREYISH PURPLE,N-47716,17744,GRP/0380/01/26,18.6,326,2,REGULAR,ROLL PACKING,,UDN-121,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20107,GRP/0079/03/26,205.68,1398.5,15,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-122,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20108,GRP/0080/03/26,207.9,1413.5,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-123,,
GINZA UDHNA,SHREE ANJ,SUNIL,,,"A-2004D/N/52""",NYLON,"48""",-,HEAT SET,-,20109,GRP/0081/03/26,142.8,3069.5,16,REGULAR,-,23-24 MTR QUALITY,UDN-124,,
GINZA UDHNA,MITTAL,SUNIL,,,"A-2162A/N/65""",NYLON,"56""",-,WHITE,-,20193,GRP/0094/03/26,244,3048.5,14,REGULAR,-,,UDN-125,,
GINZA UDHNA,AADHAR SAFTY,SUNIL,,,"A-1448/P/65""",POLY,"63""",120,FLOROCENT GREEN,-,20194,GRP/0095/03/26,389.86,2339,22,HARD FINISH,ROLL PACKING,,UDN-126,,
GINZA UDHNA,AADHAR SAFTY,SUNIL,,,"A-1426/P/56""",POLY,"63""",120,FLOROCENT GREEN,-,20195,GRP/0096/03/26,461.18,22216,29,HARD FINISH,ROLL PACKING,,UDN-127,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20196,GRP/0097/03/26,204.04,1386.5,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-128,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,20204,GRP/0105/03/26,198.88,1351.5,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-129,,
GINZA UDHNA,SHREE ANJ,SUNIL,,,"A-2004D/N/52""",NYLON,"48""",-,HEAT SET,-,20205,GRP/0106/03/26,140.92,3030,16,REGULAR,-,23-24 MTR QUALITY,UDN-130,,
GINZA UDHNA,SHREE ANJ,SUNIL,,,"A-2004D/N/52""",NYLON,"48""",-,HEAT SET,-,20206,GRP/0107/03/26,52.56,1129.5,4,REGULAR,-,23-24 MTR QUALITY,UDN-131,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-051 / NS / 65,NS,56,185,WHITE,-,19908,492,23.5,94,1,REGULAR,TAKA FORM,FINISH QULITY 3.8,UDN-132,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-051 / NS / 65,NS,56,185,WHITE,-,19909,493,57,227,4,REGULAR,TAKA FORM,FINISH QULITY 3.8,UDN-133,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-051 / NS / 65,NS,56,185,WHITE,-,19910,494,221.44,885,10,REGULAR,TAKA FORM,FINISH QULITY 3.8,UDN-134,,
GINZA UDHNA,GINZA UDHNA,ARIK,,,L-126B / NS / 65,NS,44,162,WHITE,-,20102,74,107.24,621.5,8,REGULAR,TAKA FORM,FINISH QULITY 5.5,UDN-135,,
GINZA UDHNA,GINZA UDHNA,ARIK,,,L-101B / NS / 65,NS,44,162,WHITE,-,20103,75,159.64,958.5,11,REGULAR,TAKA FORM,FINISH QULITY 5.5,UDN-136,,
GINZA UDHNA,INTIMATE,VIRENDRA,,,Tr-1 / ns /85'',NS,58'',130,Jet Black,N-28941 match std,20118,90,50,254,2,jockey finish,Roll,,UDN-137,,
GINZA UDHNA,ACC Clothing ,VIRENDRA,,,L-4083/NPS /108'',NPS,64'',180,NAVY ,N-42285 old lot 12977,20114,86,362,1089,9,soft,Roll,,UDN-138,,
GINZA UDHNA,ACC Clothing ,VIRENDRA,,,L-4083/NPS /108'',NPS,64'',180,BLACK,N-42024 old lot 13069,20115,87,269,810,7,soft,Roll,,UDN-139,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-75 / ns / 130'',ns,58'',165,white,regular,20057,42,354,994,9,soft,kanti,,UDN-140,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4014 / ns / 130'',NS,58'',155,white,regular,20058,43,362,1268,9,soft,kanti,,UDN-141,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4014 / ns / 130'',NS,58'',155,white,regular,20059,44,361,1264,9,soft,kanti,,UDN-142,,
GINZA UDHNA,poomer fashion,VIRENDRA,,,L-4008A / ns / 130'',NS,60'',185-195,straw berry,old lot 9955 match to std,20064,49,118,354,3,super soft,Roll,most urgent re-programme,UDN-143,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,v crush & blush,N-41559 proper matching,20075,60,99,494,4,jockey ,Roll,,UDN-144,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,V Liliac Grey,MATCH TO STD,20061,46,99,496,4,jockey ,Roll,,UDN-145,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,v Heather Rose,MATCH TO STD,20062,47,98,493,4,jockey ,Roll,,UDN-146,,
